번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,소재지전화,도로명전체주소,도로명우편번호,사업장명,데이터갱신구분,좌표정보x(epsg5174),좌표정보y(epsg5174),업무구분명
127,동물병원,02_03_01_P,3010000,3.01E+17,1990-09-25,,1,영업/정상,0,2274-8558,서울특별시 중구 퇴계로 226 (필동2가),4624,윤신근박사동물병원,U,199652.5966,451038.8914,동물병원
128,동물병원,02_03_01_P,3140000,3.14E+17,1995-06-15,,1,영업/정상,0,226546183,서울특별시 양천구 목동동로10길 6 (신정동),8014,노아동물병원,U,188498.8896,446254.4703,동물병원
129,동물병원,02_03_01_P,3140000,3.14E+17,1997-03-20,,1,영업/정상,0,2607-0022,서울특별시 양천구 오목로 45 (신월동),7930,양천종합동물병원,U,186019.5568,446684.7216,동물병원
130,동물병원,02_03_01_P,3110000,3.11E+17,2005-08-16,,1,영업/정상,0,306-8575,"서울특별시 은평구 증산로 267, 103호 (증산동)",3500,한수24시동물병원,U,191719.6419,453281.9651,동물병원
131,동물병원,02_03_01_P,3110000,3.11E+17,2006-01-26,,1,영업/정상,0,354-0975,서울특별시 은평구 연서로 137 (구산동),3412,로얄동물병원,U,192584.6394,456538.9227,동물병원
132,동물병원,02_03_01_P,3210000,3.21E+17,2006-02-21,,1,영업/정상,0,596-1175,"서울특별시 서초구 서초대로 325 (서초동,지상1층)",,교대동물병원,U,201436.6463,443641.2975,동물병원
133,동물병원,02_03_01_P,3140000,3.14E+17,2002-05-03,,1,영업/정상,0,2649-0774,서울특별시 양천구 등촌로 16 (목동),7966,필동물종합병원,U,187920.9605,447697.3416,동물병원
134,동물병원,02_03_01_P,3210000,3.21E+17,2011-12-08,,1,영업/정상,0,02-3476-3535,서울특별시 서초구 사평대로45길 10-25 (반포동),6544,반포자이동물병원,U,201162.735,444940.18,동물병원
135,동물병원,02_03_01_P,3210000,3.21E+17,2012-03-19,,1,영업/정상,0,02-574-0511,"서울특별시 서초구 헌릉로8길 10-12, 1층 3호 (신원동, 힐스테이트서초잰트리스)",6798,하나동물병원,U,204997.1628,439329.1695,동물병원
136,동물병원,02_03_01_P,3140000,3.14E+17,2009-12-17,,1,영업/정상,0,2645-7588,"서울특별시 양천구 목동서로 77, 현대월드타워 160호 (목동)",7983,가나종합동물병원,U,189151.208,448200.0677,동물병원
137,동물병원,02_03_01_P,3030000,3.03E+17,2017-01-19,,1,영업/정상,0,02-2297-9300,"서울특별시 성동구 왕십리로 410, 127동 지하층 030호 (하왕십리동, 센트라스)",4701,바라봄동물병원,U,202372.912,451536.6809,동물병원
138,동물병원,02_03_01_P,3110000,3.11E+17,2017-03-08,,1,영업/정상,0,02-356-9475,"서울특별시 은평구 통일로 796, 상가동 지하2층 128호, 지하1층 228호 (불광동, 북한산 힐스테이트7차)",3357,담은동물병원,U,193457.6985,457135.2177,동물병원
139,동물병원,02_03_01_P,3140000,3.14E+17,2003-04-22,,1,영업/정상,0,2697-7576,"서울특별시 양천구 오목로 198-1 (신정동,1층)",,신정 동물병원,U,187507.5025,447012.9668,동물병원
140,동물병원,02_03_01_P,3140000,3.14E+17,2003-04-24,,1,영업/정상,0,2642-8653,"서울특별시 양천구 등촌로 172, 등촌빌딩 A동 102호 (목동)",7951,토론토 동물병원,U,187788.8226,449204.6352,동물병원
141,동물병원,02_03_01_P,3030000,3.03E+17,2018-07-06,,1,영업/정상,0,02-466-8215,"서울특별시 성동구 왕십리로 16 (성수동1가, 트리마제)",4773,달링동물병원,U,203911.5131,448508.756,동물병원
142,동물병원,02_03_01_P,3010000,3.01E+17,2016-02-11,,1,영업/정상,0,02-2232-7975,"서울특별시 중구 퇴계로 447, 1층 131호 (황학동, 황학 아크로타워)",4575,바른동물병원,U,201866.0395,451543.3378,동물병원
143,동물병원,02_03_01_P,3110000,3.11E+17,1999-05-08,,1,영업/정상,0,02-306-0158,"서울특별시 은평구 가좌로 239, 2층 (응암동, 스타이루)",3484,오거리동물병원,I,192509.1149,454279.7008,동물병원
144,동물병원,02_03_01_P,3110000,3.11E+17,2000-03-21,,1,영업/정상,0,382-7582,서울특별시 은평구 은평로 208 (응암동),3472,LOVE MY PET 동물병원,U,193814.0712,455415.9791,동물병원
145,동물병원,02_03_01_P,3210000,3.21E+17,2013-02-28,,1,영업/정상,0,577-6125,"서울특별시 서초구 매헌로 16, 지하1층 (양재동, 이마트 양재점)",6771,이리온 양재점,U,203204.7556,440136.7812,동물병원
146,동물병원,02_03_01_P,3210000,3.21E+17,2013-03-07,,1,영업/정상,0,592-0202,"서울특별시 서초구 서초중앙로 224, 129호 (반포동)",6599,꿈꾸는 동물병원,U,201100.601,444376.5329,동물병원
147,동물병원,02_03_01_P,3210000,3.21E+17,2013-03-27,,1,영업/정상,0,2058-1882,서울특별시 서초구 바우뫼로 211 (양재동),6740,에이블 동물병원,U,203615.7106,442081.7738,동물병원
148,동물병원,02_03_01_P,3030000,3.03E+17,2016-11-22,,1,영업/정상,0,02-468-7975,"서울특별시 성동구 상원길 59, 쌍용아파트상가B동 107호 (성수동1가)",4788,포레동물병원,U,204093.3963,449695.0841,동물병원
149,동물병원,02_03_01_P,3210000,3.21E+17,1999-03-06,,1,영업/정상,0,3472-8275,"서울특별시 서초구 사임당로 139, 104호 (서초동)",6624,서이동물병원,U,202128.627,443285.6812,동물병원
150,동물병원,02_03_01_P,3210000,3.21E+17,2004-03-08,,1,영업/정상,0,02-578-7572,"서울특별시 서초구 바우뫼로7길 8, 201호 (우면동,우면세신상가)",,우면동물병원,U,202175.0111,440963.7591,동물병원
151,동물병원,02_03_01_P,3030000,3.03E+17,2014-02-27,,1,영업/정상,0,02-2297-0075,서울특별시 성동구 왕십리로 381 (하왕십리동),4710,왕십리조은동물병원,U,202393.4573,451365.3262,동물병원
152,동물병원,02_03_01_P,3140000,3.14E+17,2017-03-09,,1,영업/정상,0,2642-1239,"서울특별시 양천구 목동동로 130, 117, 118호 (신정동, 목동신시가지아파트14단지)",8018,페토브 동물병원,U,188467.2154,446003.9412,동물병원
153,동물병원,02_03_01_P,3140000,3.14E+17,2017-04-10,,1,영업/정상,0,02-2601-8875,"서울특별시 양천구 중앙로 237, 1층 (신정동)",8073,24시 서울 탑 동물병원,U,186990.0704,446176.8104,동물병원
154,동물병원,02_03_01_P,3210000,3.21E+17,2003-01-13,,1,영업/정상,0,534-9773,서울특별시 서초구 방배중앙로 149 (방배동),6560,수동물병원,U,198732.246,443365.9223,동물병원
155,동물병원,02_03_01_P,3210000,3.21E+17,2003-02-04,,1,영업/정상,0,3473-8274,"서울특별시 서초구 서초대로 108, 2층 (방배동)",6664,내방동물병원,U,199410.8814,442807.5884,동물병원
156,동물병원,02_03_01_P,3030000,3.03E+17,2016-12-19,,1,영업/정상,0,02-2282-7501,"서울특별시 성동구 매봉길 50 (옥수동, 이편한세상옥수파크힐스)",4731,스테이동물병원,U,201157.8773,449563.28,동물병원
157,동물병원,02_03_01_P,3210000,3.21E+17,1999-05-04,,1,영업/정상,0,02-537-0075,"서울특별시 서초구 서초중앙로 188, 지하에이층 132호 (서초동, 아크로비스타)",6600,신반포종합동물병원,U,201107.6347,443999.0671,동물병원
158,동물병원,02_03_01_P,3140000,3.14E+17,2017-06-28,,1,영업/정상,0,8464597,"서울특별시 양천구 목동중앙북로 73, 덕수프라자 2층 (목동)",7947,두암동물병원,U,188563.7467,449409.1436,동물병원
159,동물병원,02_03_01_P,3210000,3.21E+17,2011-10-07,,1,영업/정상,0,534-3475,"서울특별시 서초구 잠원로 24 (반포동,반포자이프라자 133호)",,24시예스동물병원,U,200800.417,444989.8743,동물병원
160,동물병원,02_03_01_P,3120000,3.12E+17,2004-04-21,,1,영업/정상,0,393-6675,서울특별시 서대문구 통일로 197 (영천동),3734,우리동물병원,U,196510.5597,452071.4345,동물병원
161,동물병원,02_03_01_P,3120000,3.12E+17,2004-12-06,,1,영업/정상,0,736-5834,서울특별시 서대문구 통일로 375 (홍제동),3730,빛가온동물병원,U,195452.2393,453470.4562,동물병원
162,동물병원,02_03_01_P,3210000,3.21E+17,2000-02-21,,1,영업/정상,0,02-575-0855,"서울특별시 서초구 논현로 173, 동리빌딩 1층 (양재동)",6739,레스펫동물병원,U,203580.2973,442526.9614,동물병원
163,동물병원,02_03_01_P,3140000,3.14E+17,2015-08-24,,1,영업/정상,0,2644-8878,"서울특별시 양천구 목동서로 100, 상가동 105, 204호 (목동, 목동신시가지아파트3단지)",7982,파리스동물병원,U,188700.8512,448020.091,동물병원
164,동물병원,02_03_01_P,3140000,3.14E+17,2015-10-23,,1,영업/정상,0,2694-8275,"서울특별시 양천구 신정이펜2로 22, 203호 (신정동, 신정프라자)",8049,구름동물병원,I,185125.9577,445643.8741,동물병원
165,동물병원,02_03_01_P,3140000,3.14E+17,2016-08-29,,1,영업/정상,0,02-2061-5277,서울특별시 양천구 신월로 320 (신정동),8082,밀리언동물병원,U,187241.6411,446575.5016,동물병원
166,동물병원,02_03_01_P,3210000,3.21E+17,2016-07-25,,1,영업/정상,0,02-525-3102,"서울특별시 서초구 동작대로 36, 1,2층 (방배동, 대광빌딩)",6691,VIP동물의료센터 서초동작점,U,198351.955,441943.105,동물병원
167,동물병원,02_03_01_P,3030000,3.03E+17,2008-09-08,,1,영업/정상,0,02-2282-7503,"서울특별시 성동구 행당로 76, 한진노변상가 1,2층 108호109호203호 (행당동)",4717,이윤세동물병원,U,202511.1429,450401.3037,동물병원
168,동물병원,02_03_01_P,3030000,3.03E+17,2010-04-01,,1,영업/정상,0,02-2281-5200,서울특별시 성동구 왕십리로 282 (행당동),4751,한양동물메디컬센터,U,203200.7713,450821.2166,동물병원
169,동물병원,02_03_01_P,3010000,3.01E+17,2011-06-30,,1,영업/정상,0,02-393-7588,"서울특별시 중구 만리재로 175, 지하1층 401-1호 (만리동2가, 서울역센트럴자이)",4500,백슬동물병원,U,196697.1169,450217.0951,동물병원
170,동물병원,02_03_01_P,3140000,3.14E+17,2002-06-05,,1,영업/정상,0,2645-1475,"서울특별시 양천구 등촌로 218, 혜인빌딩 (목동)",7946,혜인종합 동물병원,U,187903.9895,449662.9091,동물병원
171,동물병원,02_03_01_P,3140000,3.14E+17,2017-01-18,,1,영업/정상,0,02-2643-8204,서울특별시 양천구 중앙로 230 (신정동),8091,다온동물병원,U,187079.3751,446116.6293,동물병원
172,동물병원,02_03_01_P,3110000,3.11E+17,2009-03-27,,1,영업/정상,0,354-0087,"서울특별시 은평구 증산로 413, 동현빌딩 1층 (신사동)",3452,야옹동물병원,U,192318.3838,454552.5072,동물병원
173,동물병원,02_03_01_P,3210000,3.21E+17,2018-04-06,,1,영업/정상,0,537-7412,"서울특별시 서초구 반포대로 287, 래미안퍼스티지 중심상가 1층 143호 (반포동)",6547,신세계 동물병원,U,200005.6264,444680.5217,동물병원
174,동물병원,02_03_01_P,3110000,3.11E+17,2016-01-25,,1,영업/정상,0,02-387-8275,"서울특별시 은평구 진관2로 67, 202동 B층 01호 (진관동, 은평뉴타운우물골아파트)",3306,서울햇빛동물병원,U,193270.9124,459138.862,동물병원
175,동물병원,02_03_01_P,3210000,3.21E+17,2006-09-06,,1,영업/정상,0,02-6052-8275,서울특별시 서초구 서래로 38 (반포동),6577,서래동물병원,U,199799.7908,444016.5384,동물병원
176,동물병원,02_03_01_P,3110000,3.11E+17,2010-03-02,,1,영업/정상,0,382-7511,"서울특별시 은평구 진관4로 87, 629동 116호 (진관동, 은평뉴타운상림마을)",3304,한빛동물병원,I,193651.2027,460623.3708,동물병원
177,동물병원,02_03_01_P,3210000,3.21E+17,2018-05-09,,1,영업/정상,0,02-523-0275,"서울특별시 서초구 서초대로4길 4, 대진빌딩 1층 (방배동)",6675,심바동물병원,U,198622.4594,442586.3005,동물병원
178,동물병원,02_03_01_P,3210000,3.21E+17,2018-06-08,,1,영업/정상,0,25366469,"서울특별시 서초구 신반포로 257, 뉴타운 지하1층 (잠원동)",6523,해뜨는 동물병원 해질녘책방,U,201104.269,445266.6786,동물병원
179,동물병원,02_03_01_P,3060000,3.06E+17,2013-11-19,,1,영업/정상,0,2208-0329,"서울특별시 중랑구 망우로 315, 2층 (상봉동)",2098,닥터 아이펫 동물병원,U,207655.2911,454993.6576,동물병원
180,동물병원,02_03_01_P,3060000,3.06E+17,2014-12-03,,1,영업/정상,0,02-433-3387,"서울특별시 중랑구 봉화산로 232, B동 1층 (신내동)",2067,행복이 있는 동물병원,I,208614.4356,456169.8718,동물병원
181,동물병원,02_03_01_P,3060000,3.06E+17,2016-04-21,,1,영업/정상,0,02-494-7775,"서울특별시 중랑구 용마산로 434 (면목동, 청파빌딩)",2189,보담동물병원,I,208533.1652,454186.6969,동물병원
182,동물병원,02_03_01_P,3030000,3.03E+17,2016-10-21,,1,영업/정상,0,222810049,"서울특별시 성동구 금호로 105, 비201호 (금호동2가, 래미안하이리버 상가동)",4728,금호동물병원,U,202098.9794,449891.9722,동물병원
183,동물병원,02_03_01_P,3140000,3.14E+17,2013-07-16,,1,영업/정상,0,2643-7579,"서울특별시 양천구 공항대로 552 (목동, 대우마이빌 102호)",7946,오라고동물병원,I,188169.1801,449701.8026,동물병원
184,동물병원,02_03_01_P,3140000,3.14E+17,2014-12-01,,1,영업/정상,0,6348-1982,"서울특별시 양천구 목동중앙서로 42, 1층 (목동)",7967,팜랜드동물병원,I,188306.4323,447851.7394,동물병원
185,동물병원,02_03_01_P,3140000,3.14E+17,2014-12-03,,1,영업/정상,0,2651-1855,"서울특별시 양천구 목동중앙본로 100, 101호 (목동)",7973,대현동물병원,U,188520.9024,449143.102,동물병원
186,동물병원,02_03_01_P,3140000,3.14E+17,2014-12-19,,1,영업/정상,0,6959-8448,"서울특별시 양천구 남부순환로 421, 1층 (신월동)",7921,서서울호수동물병원,U,185117.7946,447574.3646,동물병원
187,동물병원,02_03_01_P,3030000,3.03E+17,2013-12-19,,1,영업/정상,0,02-2297-7570,"서울특별시 성동구 독서당로 270, 상가동 2층 206호 (금호동4가, 금호동 대우아파트)",4738,바른동물병원,I,201669.8036,449301.4515,동물병원
188,동물병원,02_03_01_P,3030000,3.03E+17,2013-12-30,,1,영업/정상,0,02-2291-8275,서울특별시 성동구 마장로 296 (마장동),4758,기린동물병원,I,203709.5901,451490.6665,동물병원
189,동물병원,02_03_01_P,3210000,3.21E+17,2014-02-20,,1,영업/정상,0,02-595-8875,"서울특별시 서초구 방배로 269, 109호 (방배동)",6553,한나동물병원,U,198845.6578,443825.9651,동물병원
190,동물병원,02_03_01_P,3210000,3.21E+17,2014-10-08,,1,영업/정상,0,02-574-7582,서울특별시 서초구 태봉로2길 30 (우면동),6764,서초힐스동물병원,U,202273.874,439920.5571,동물병원
191,동물병원,02_03_01_P,3110000,3.11E+17,1996-04-18,,1,영업/정상,0,388-3008,서울특별시 은평구 은평로 29 (신사동),3423,늘푸른동물병원,U,192071.5914,455108.6579,동물병원
192,동물병원,02_03_01_P,3210000,3.21E+17,2007-09-18,,1,영업/정상,0,597-7522,"서울특별시 서초구 방배로 76, 머리재빌딩 1층 105호 (방배동)",6704,프렌즈동물병원,U,199783.0572,442111.604,동물병원
193,동물병원,02_03_01_P,3210000,3.21E+17,2010-09-17,,1,영업/정상,0,02-3473-0911,"서울특별시 서초구 효령로 95, 우성빌딩 1층 (방배동)",6687,반려동물 의료센터 다울,U,199452.9265,442064.3655,동물병원
194,동물병원,02_03_01_P,3210000,3.21E+17,2003-12-01,,1,영업/정상,0,02-586-7501,서울특별시 서초구 효령로 384 (서초동),,메디펫 동물병원,U,202224.045,442819.765,동물병원
195,동물병원,02_03_01_P,3210000,3.21E+17,2015-06-02,,1,영업/정상,0,02-2135-9119,"서울특별시 서초구 신반포로 162 (반포동, 르본시티 2층)",6546,헬릭스동물메디컬센터,U,200115.1432,444741.4375,동물병원
196,동물병원,02_03_01_P,3110000,3.11E+17,1996-05-06,,1,영업/정상,0,354-4110,서울특별시 은평구 통일로 697 (녹번동),3375,녹번동물병원,I,193903.3334,456197.9272,동물병원
197,동물병원,02_03_01_P,3140000,3.14E+17,2004-09-22,,1,영업/정상,0,2692-8255,서울특별시 양천구 신월로 149 (신월동),8032,파란종합 동물병원,U,185810.0659,446160.8663,동물병원
198,동물병원,02_03_01_P,3110000,3.11E+17,2007-06-15,,1,영업/정상,0,358-7566,"서울특별시 은평구 서오릉로 80(대조동, 북한산 포레스트)",3395,새은평동물의료센터,U,193059.5369,456143.2369,동물병원
199,동물병원,02_03_01_P,3210000,3.21E+17,2004-03-16,,1,영업/정상,0,02-577-7475,서울특별시 서초구 마방로6길 18 (양재동),6777,사랑의동물병원,U,203660.1736,441406.0823,동물병원
200,동물병원,02_03_01_P,3210000,3.21E+17,2004-03-22,,1,영업/정상,0,02-577-3690,서울특별시 서초구 동산로 66 (양재동),,한 동물병원,U,203997.6234,441078.1766,동물병원
201,동물병원,02_03_01_P,3210000,3.21E+17,2000-07-11,,1,영업/정상,0,02-3444-7509,서울특별시 서초구 강남대로 525-3 (반포동),6536,라파엘동물병원,U,201866.2719,445173.2758,동물병원
202,동물병원,02_03_01_P,3140000,3.14E+17,2006-02-14,,1,영업/정상,0,2606-1990,서울특별시 양천구 지양로 52 (신월동),8040,일오삼동물병원,U,185337.1914,446489.3607,동물병원
203,동물병원,02_03_01_P,3140000,3.14E+17,2006-03-20,,1,영업/정상,0,2655-2258,서울특별시 양천구 공항대로 636 (목동),7968,행복한동물병원,U,188918.5354,449389.2086,동물병원
204,동물병원,02_03_01_P,3140000,3.14E+17,2012-05-07,,1,영업/정상,0,2644-0069,서울특별시 양천구 목동로 181 (신정동),8022,상아동물병원,I,187943.595,446944.9,동물병원
205,동물병원,02_03_01_P,3140000,3.14E+17,2012-05-17,,1,영업/정상,0,2648-8275,서울특별시 양천구 목동서로 57 (목동),7983,목동 동물병원,U,189311.0225,448276.1425,동물병원
